column
1005588
1031732
1038880
1058549
1078009
1081209
1099586
1135495
1143796
1158537
1198880
1199200
1216752
1280843
1289825
1313514
1316145
1319626
1343058
1395592
1447278
1477086
1505577
1515336
1591723
1608049
1622103
1624526
1650837
1702404
1703964
1715905
1758897
1780243
1822752
1889755
1895874
1903381
1978152
1990672
2057118
2063412
2066390
2081814
2127351
2128355
2215736
2222678
2223061
2252191
2278601
2287624
2320716
2325059
2351399
2355944
2367165
2422677
2436079
2455258
2472616
2487774
2499041
2613905
2716562
2777881
2872073
2894231
2934576
2943982
2955830
2997213
3012431
3014800
3017694
3052000
3071877
3088502
3098803
3137292
3157934
3160250
3165570
3165597
3190705
3202395
3219190
3223772
3250835
3253931
3254119
3313127
3392320
3411136
3431077
3440671
3445978
3453775
3466282
3468486
3480566
3506159
3518575
3553565
3584489
3591130
3613902
3630495
3631823
3640860
3667343
3726328
3726355
3736710
3743175
3788979
3835002
3838922
3881231
3897904
3917474
3917517
3996125
4023776
4075297
4087315
4108030
4145327
4175579
4204896
4227386
4229211
4229472
4303118
4419988
4446774
4501438
4539246
4551684
4636045
4641632
4659536
4668210
4672948
4690791
4695799
4718117
4756631
4807232
4822140
4855012
4856431
4870956
4927889
4936799
4938339
4940221
4955218
4960263
4984042
4985138
5009965
5040615
5087103
5106830
5137025
5166147
5181856
5291343
5318040
5356891
5375245
5412049
5421820
5473459
5500242
5520273
5520644
5569318
5587990
5596060
5602424
5620955
5625523
5630630
5642421
5652005
5680099
5693304
5697308
5710499
5719642
5734183
5765084
5766529
5825056
5831808
5840937
5850848
5852246
5893987
5921198
1047593
1059285
1061622
1067629
1108711
1160576
1182307
1231948
1245170
1278177
1319363
1335371
1355255
1380638
1382007
1385582
1397178
1420473
1428874
1456535
1512471
1533117
1540415
1619764
1642254
1643499
1653120
1654945
1668828
1714021
1741428
1757162
1854242
1860127
1873217
1895293
1914070
1957274
1958787
1961912
1968595
1972777
1973817
1994042
2020054
2072257
2087254
2121736
2138885
2169231
2189449
2246558
2262885
2279672
2308438
2313957
2397074
2479477
2483702
2486522
2536266
2759284
2768324
2783100
2860793
2863143
2864818
2875446
2888352
2895161
2895618
2897184
2910417
2933798
2975987
2991653
3031791
3042401
3051003
3058040
3124427
3132096
3168711
3221118
3323470
3345838
3359692
3368562
3376673
3394042
3396551
3399635
3416721
3438418
3475431
3556376
3629212
3667789
3678004
3707694
3710460
3860143
3962850
3975406
4009778
4016397
4065280
4085023
4087911
4098800
4156558
4172096
4207358
4217219
4218208
4240425
4269101
4365505
4423888
4452801
4481134
4556989
4562859
4574917
4578998
4611288
4652858
4693331
4740496
4743132
4751910
4758914
4772498
4808841
4818213
4840192
4855023
4868893
4890955
4892229
4905279
4954322
4969207
4980231
4985884
5070639
5088186
5105134
5161416
5208528
5219467
5225561
5260443
5362367
5363393
5365255
5433806
5443866
5467838
5482368
5486630
5487792
5561557
5579085
5579309
5613146
5624927
5642136
5648122
5772566
5780762
5830857
5842364
5864226
5888231
5914502
5935641
5950569
1016594
1016817
1046577
1059627
1082782
1099698
1122150
1154395
1157883
1198930
1199175
1234270
1280876
1293920
1317472
1334654
1386862
1453684
1462634
1514340
1541189
1556279
1589657
1594942
1633193
1637502
1642993
1643779
1649292
1680221
1722123
1735832
1743204
1861894
1907683
1933305
1993866
2004895
2006636
2025553
2043070
2050201
2061834
2081936
2091764
2096435
2151894
2168740
2172807
2179565
2189407
2222036
2225892
2252428
2272185
2283112
2307873
2315955
2327976
2352073
2353470
2363859
2375243
2394487
2439772
2480415
2484390
2521818
2527606
2528876
2542606
2591249
2634019
2674699
2695039
2698161
2705575
2708877
2763363
2770981
2783426
2904624
2910511
3035828
3048609
3050462
3050718
3069983
3092502
3140023
3189999
3222303
3231787
3256506
3271712
3297309
3323891
3347213
3388163
3423924
3434109
3486533
3554304
3572342
3583789
3644605
3647332
3697451
3707489
3780714
3810612
3815171
3822646
3835863
3843364
3933890
3938064
3945520
3975313
3993828
4091955
4094433
4126402
4131731
4148218
4167869
4172187
4203464
4204040
4217457
4322337
4333162
4376838
4444094
4445841
4458123
4479765
4492044
4492400
4512856
4517233
4523219
4535192
4566821
4587868
4587991
4613320
4613399
4628706
4651198
4665060
4867795
4871870
4897603
4952536
4978942
4997762
5003807
5083106
5136129
5148044
5155491
5163434
5212959
5251630
5274532
5285760
5290780
5297305
5378298
5379090
5422946
5435418
5478760
5494013
5568207
5625365
5650698
5692586
5707089
5713510
5719038
5748850
5770607
5794027
5833809
5835368
5908494
5924563
5943810
5946185
6002073
1026951
1028603
1046900
1046943
1080796
1114185
1147769
1166199
1169968
1188819
1193260
1214293
1233899
1246281
1302598
1309196
1325346
1338422
1389613
1412715
1441221
1441582
1458991
1477727
1480108
1496073
1536627
1547648
1608741
1670447
1701835
1796760
1803757
1971827
1995934
2058352
2058694
2074717
2081721
2108220
2145008
2151727
2184311
2200251
2233632
2253481
2268711
2296175
2297913
2321722
2363263
2427343
2473206
2517642
2535211
2540731
2548484
2567531
2635716
2643357
2686259
2730558
2812332
2822591
2832841
2907233
2920050
2938606
2955590
2977934
2978947
2993434
3003922
3051905
3097646
3128732
3136066
3149855
3200807
3201120
3242719
3329912
3362972
3427208
3439160
3439929
3446997
3473621
3497124
3537473
3575764
3597271
3611138
3699740
3718129
3729219
3774192
3775915
3795969
3832133
3851263
3865656
3912597
3916834
3937610
3960756
3969250
4012562
4047932
4070330
4181109
4193726
4247973
4370290
4371351
4420879
4435400
4452351
4455020
4489120
4493418
4501626
4513682
4534557
4544908
4593265
4596037
4623951
4635974
4647913
4650457
4693040
4701651
4776548
4787985
4790621
4809383
4814357
4851630
4931085
4966154
4980228
4985891
5029545
5033975
5081487
5130058
5130686
5137394
5152685
5199341
5253727
5322121
5345033
5356682
5385053
5485673
5486285
5490775
5517403
5521846
5529800
5542123
5546375
5592125
5603616
5605464
5628961
5645373
5647277
5668022
5690593
5724242
5748888
5788051
5789104
5790276
5798114
5835416
5874601
5919567
5919975
6008765
1063920
1089081
1124935
1151243
1177736
1192876
1228788
1274195
1280171
1287659
1316832
1335286
1419430
1435554
1442776
1457158
1545767
1564954
1583711
1596878
1613495
1617228
1633034
1637516
1650466
1684307
1737838
1744088
1754410
1780491
1782320
1808502
1815717
1860243
1889323
1960743
2005529
2019788
2074408
2107521
2118990
2126273
2131404
2183754
2199438
2230204
2328202
2349553
2357837
2398806
2476513
2481982
2486951
2495678
2510977
2538966
2669210
2725190
2737581
2744217
2750158
2757234
2825804
2900711
3015432
3028488
3040451
3115166
3178452
3181206
3195617
3212448
3227087
3251968
3296856
3302888
3332123
3341554
3358886
3368897
3377044
3387167
3392006
3513473
3532989
3548389
3686146
3701182
3714237
3751216
3809697
3860621
3918016
3933782
4030595
4036493
4038422
4060072
4060901
4070788
4073261
4110189
4115960
4187574
4200304
4221647
4227930
4277694
4341418
4341738
4360471
4385767
4404383
4434792
4437767
4471183
4494584
4531066
4538368
4538457
4613993
4670818
4722619
4776738
4819359
4821638
4861006
4873155
4901889
4914940
4967235
4970998
5003333
5006308
5017865
5078927
5091531
5094103
5094319
5138405
5155080
5191544
5263600
5321338
5336069
5336946
5392123
5397231
5435225
5442254
5453902
5505249
5505815
5516712
5532380
5556905
5568224
5580830
5665337
5727459
5773594
5814276
5831564
5916919
5934040
5942607
6006092
1020636
1077822
1107289
1110534
1111290
1166627
1251633
1263502
1342128
1345710
1382263
1400772
1425810
1434693
1473724
1477014
1483754
1485069
1495522
1497616
1502641
1508725
1579655
1696460
1740733
1790536
1823652
1874488
1893861
1912441
1929596
1931580
1938245
1993726
2005928
2031937
2037135
2040117
2050215
2065347
2065603
2069997
2091735
2114699
2187385
2220215
2292161
2318460
2345070
2349091
2414578
2437043
2453030
2566099
2571374
2583195
2584468
2633136
2697242
2885601
2905944
2917911
2926990
2942757
2975962
2996702
2998537
3007339
3009038
3010933
3016726
3030133
3069020
3114592
3122765
3226826
3305003
3327795
3345722
3379570
3403969
3411235
3428798
3452408
3475838
3483400
3500821
3505901
3518349
3520777
3527150
3568446
3572068
3595366
3596683
3614810
3616382
3677500
3699555
3752847
3774343
3810191
3817952
3845060
3865048
3877151
3960701
3984415
3987168
3987380
3991815
4047704
4062317
4089300
4090432
4177494
4181220
4215716
4240344
4291332
4318897
4368952
4454545
4473705
4504182
4510342
4538276
4551472
4575923
4581080
4592002
4602842
4611943
4620374
4642856
4664241
4665830
4691914
4730985
4765812
4819029
4823101
4848578
4856393
4869492
4874106
4874568
4886793
4889529
4902334
4917975
4934510
4974747
4975866
4983780
5022453
5043712
5055671
5059064
5059778
5081944
5123095
5132656
5139953
5144337
5157904
5160540
5171791
5207923
5221662
5291141
5298467
5311870
5326638
5327914
5329936
5336896
5344679
5347783
5392657
5415918
5419394
5432018
5463757
5467419
5487568
5490409
5504620
5509564
5520892
5544076
5557303
5586631
5622194
5651205
5690992
5699408
5713003
5733363
5741760
5798592
5811734
5813892
5817304
5835034
5835864
5851603
5940619
5970378
5989512
6006127
1037215
1047575
1108265
1112908
1156399
1228029
1253051
1300503
1318019
1329478
1345380
1355017
1391445
1424765
1440961
1447622
1462037
1488130
1499679
1588167
1594051
1613516
1636047
1669291
1684958
1692257
1699643
1702971
1722734
1723730
1743033
1748094
1748837
1750627
1770861
1776033
1778966
1858414
1863486
1863515
1868565
2021964
2034980
2210352
2231931
2257600
2388914
2461788
2522891
2540755
2556096
2566107
2569222
2614615
2680861
2686553
2703758
2744327
2760772
2765858
2778101
2791837
2801714
2804223
2831388
2933562
2995552
